"NOMBRE DE LA INSTALACIÓN",FUENTE,TIPO,"FECHA DE DOCUMENTACIÓN","ESTADO ACTUAL","FECHA DE CONSTRUCCIÓN"
"NOHOCH-A PRODUCCION 1","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PRODUCCION",2016/08/11,DESCONOCIDO,
"NOHOCH-A PRODUCCION 2","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PRODUCCION",2016/08/11,DESCONOCIDO,
"NOHOCH-A ENLACE","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE ENLACE",2016/08/11,DESCONOCIDO,
"NOHOCH-A PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"KU F SATELITE KUFP","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"KU C SATELITE KUCP","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"KU I SATELITE","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"AKAL C7 COMPRESION AKC7","TRANSFERENCIA HISTORICA","PLATAFORMA MAR COMPRESION",2016/08/11,DESCONOCIDO,
"AKAL C8 PROCESAMIENTO AKC8","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PRODUCCION",2016/08/11,DESCONOCIDO,
"ABKATUN-N1 HABITACIONAL","TRANSFERENCIA HISTORICA","PLATAFORMA MAR HABITACIONAL",2016/08/11,DESCONOCIDO,
"AKAL-TD PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"ABKATUN D HABITACIONAL","TRANSFERENCIA HISTORICA","PLATAFORMA MAR HABITACIONAL",2016/08/11,DESCONOCIDO,
"ABKATUN D PRODUCCION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PRODUCCION",2016/08/11,DESCONOCIDO,
"ABKATUN DELTA PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"AKAL-G PERFORACION 2 GR","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PRODUCCION",2016/08/11,DESCONOCIDO,
"AKAL-G COMPRESION GC","TRANSFERENCIA HISTORICA","PLATAFORMA MAR COMPRESION",2016/08/11,DESCONOCIDO,
"CHAC A PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"NOHOCH-C PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"TAKIN-A PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"BATERIA DE SEPARACION CHIAPAS","TRANSFERENCIA HISTORICA","BATERIA DE SEPARACION",2016/08/11,DESMANTELADA,
"BATERIA GAUCHO","TRANSFERENCIA HISTORICA","BATERIA DE SEPARACION",2016/08/11,DESCONOCIDO,
"ESTACION DE MEDICION Y CONTROL CAUCHY","TRANSFERENCIA HISTORICA","ESTACION DE MEDICION",2016/08/11,DESCONOCIDO,
"ESTACION DE COMPRESION NOVILLERO","TRANSFERENCIA HISTORICA","ESTACION DE COMPRESION",2016/08/11,DESCONOCIDO,
"ESTACION DE RECOLECCION DE GAS NOVILLERO","TRANSFERENCIA HISTORICA","ESTACION DE RECOLECCION",2016/08/11,DESCONOCIDO,
"CENTRAL ALMANTO. ESTRATEG. TUZANDEPETL","TRANSFERENCIA HISTORICA","CENTRAL ALM ESTRATEGICO",2016/08/11,DESCONOCIDO,
"BATERIA DE SEPARACION BLASILLO","TRANSFERENCIA HISTORICA","BATERIA DE SEPARACION",2016/08/11,DESCONOCIDO,
"COMPLEJO PROCESADOR DE GAS LA VENTA","TRANSFERENCIA HISTORICA","ESTACION DE MEDICION, PLANTA DESHIDRATADORA",2016/08/11,OPERANDO,
"CENTRAL DE DISTRIBUCION ACEITE PALOMAS","TRANSFERENCIA HISTORICA","CENTRAL DE DISTRIB. DE ACEITE",2016/08/11,DESCONOCIDO,
"BATERIA DE SEPARACION OGARRIO 2","TRANSFERENCIA HISTORICA","BATERIA DE SEPARACION",2018/09/20,OPERANDO,1962/01/01
"ESTACION DE COMPRESION OGARRIO","TRANSFERENCIA HISTORICA","ESTACION DE COMPRESION",2016/08/11,DESCONOCIDO,
"BATERIA DE SEPARACION SAN RAMON","TRANSFERENCIA HISTORICA","BATERIA DE SEPARACION",2016/08/11,DESCONOCIDO,
"BATERIA DE SEPARACION CARDENAS NORTE","TRANSFERENCIA HISTORICA","BATERIA DE SEPARACION",2016/08/11,DESCONOCIDO,
"ESTACION DE COMPRESION CARDENAS NORTE","TRANSFERENCIA HISTORICA","ESTACION DE COMPRESION",2016/08/11,DESCONOCIDO,
"BATERIA DE SEPARACION MORA","TRANSFERENCIA HISTORICA","BATERIA DE SEPARACION",2016/08/11,DESCONOCIDO,
"BATERIA DE SEPARACION PUERTO CEIBA","DOCUMENTOS DE SOPORTE",BATERIA,2016/08/11,DESCONOCIDO,
"BATERIA DE SEPARACION BELLOTA","TRANSFERENCIA HISTORICA","BATERIA DE SEPARACION",2016/08/11,DESCONOCIDO,
"BATERIA DE SEPARACION BELLOTA 114","TRANSFERENCIA HISTORICA","BATERIA DE SEPARACION",2016/08/11,DESCONOCIDO,
"ESTACION DE COMPRESION BELLOTA","TRANSFERENCIA HISTORICA","ESTACION DE COMPRESION",2016/08/11,DESCONOCIDO,
"BATERIA DE SEPARACION TINTAL","TRANSFERENCIA HISTORICA","BATERIA DE SEPARACION",2016/08/11,DESCONOCIDO,
"BATERIA DE SEPARACION CUNDUACAN","TRANSFERENCIA HISTORICA",BATERIA,2016/08/11,DESCONOCIDO,
"CENTRAL DE ALMAC. Y BOMBEO DE CUNDUACAN","TRANSFERENCIA HISTORICA","CENTRAL ALMACENAMIENTO Y BOMBEO",2016/08/11,DESCONOCIDO,
"ESTACION DE COMPRESION CUNDUACAN","TRANSFERENCIA HISTORICA","ESTACION DE COMPRESION",2016/08/11,DESCONOCIDO,
"BATERIA DE SEPARACION IRIDE","TRANSFERENCIA HISTORICA","BATERIA DE SEPARACION",2016/08/11,DESCONOCIDO,
"BATERIA DE SEPARACION OXIACAQUE","TRANSFERENCIA HISTORICA","BATERIA DE SEPARACION",2016/08/11,DESCONOCIDO,
"ESTACION DE RECOLECCION GAS BITZAL COBO","TRANSFERENCIA HISTORICA","ESTACION DE RECOLECCION",2016/08/11,DESCONOCIDO,
"ESTACION RECOLECCION DE GAS HORMIGUERO","TRANSFERENCIA HISTORICA","ESTACION DE RECOLECCION",2016/08/11,DESCONOCIDO,
"ESTACION RECOLECCION DE GAS USUMACINTA","TRANSFERENCIA HISTORICA","ESTACION DE RECOLECCION",2016/08/11,DESCONOCIDO,
"ESTACION DE RECOLECCION DE GAS ALMENDRO","TRANSFERENCIA HISTORICA","ESTACION DE RECOLECCION",2016/08/11,DESCONOCIDO,
"ESTACION DE RECOLECCION DE GAS CANTEMOC","TRANSFERENCIA HISTORICA","ESTACION DE RECOLECCION",2016/08/11,DESCONOCIDO,
"ESTACION DE COMPRESION EL PLAN","TRANSFERENCIA HISTORICA","ESTACION DE COMPRESION",2016/08/11,DESCONOCIDO,
"PLANTA DESHIDRATADORA EL PLAN","TRANSFERENCIA HISTORICA","PLANTA DESHIDRATADORA",2016/08/11,DESCONOCIDO,
"BATERIA DE SEPARACION Y COMPRESORAS LOS SOLDADOS","VERIFICADO POR PEMEX","BATERIA DE SEPARACION",2020/12/23,OPERANDO,
"BATERIA DE SEPARACION OGARRIO 5","TRANSFERENCIA HISTORICA","BATERIA DE SEPARACION",2016/08/11,DESCONOCIDO,
"PLANTA DE INYECCION DE AGUA OGARRIO","TRANSFERENCIA HISTORICA","PLANTA DE INYECCION DE AGUA",2016/08/11,DESCONOCIDO,
"BATERIA DE SEPARACION CERRO DE NANCHITAL","TRANSFERENCIA HISTORICA",BATERIA,2019/08/12,"FUERA DE OPERACION DEFINITIVA",
"BATERIA DE SEPARACION JUJO","TRANSFERENCIA HISTORICA","BATERIA DE SEPARACION",2016/08/11,DESCONOCIDO,
"ESTACION DE COMPRESION JUJO","TRANSFERENCIA HISTORICA","ESTACION DE COMPRESION",2016/08/11,DESCONOCIDO,
"BATERIA DE SEPARACION PAREDON","TRANSFERENCIA HISTORICA","BATERIA DE SEPARACION",2016/08/11,DESCONOCIDO,
"ESTACION DE COMPRESION PAREDON","TRANSFERENCIA HISTORICA","ESTACION DE COMPRESION",2016/08/11,DESCONOCIDO,
"BATERIA DE SEPARACION TECOMINOACAN","TRANSFERENCIA HISTORICA",BATERIA,2016/08/11,DESCONOCIDO,
"ESTACION DE COMPRESION TECOMINOACAN","TRANSFERENCIA HISTORICA","ESTACION DE COMPRESION",2016/08/11,DESCONOCIDO,
"BATERIA DE SEPARACION SAMARIA 2","TRANSFERENCIA HISTORICA","BATERIA DE SEPARACION",2016/08/11,DESCONOCIDO,
"BATERIA DE SEPARACION SAMARIA III","VERIFICADO POR PEMEX",BATERIA,2022/02/03,OPERANDO,
"ESTACION DE COMPRESION SAMARIA II","TRANSFERENCIA HISTORICA","ESTACION DE COMPRESION",2016/08/11,DESCONOCIDO,
"PLANTA DESHIDRATADORA SAMARIA II","TRANSFERENCIA HISTORICA","PLANTA DESHIDRATADORA",2016/08/11,DESCONOCIDO,
"BATERIA DE SEPARACION CACTUS I","TRANSFERENCIA HISTORICA",BATERIA,2016/08/11,DESCONOCIDO,
"BATERIA DE SEPARACION CACTUS II","TRANSFERENCIA HISTORICA","BATERIA DE SEPARACION",2016/08/11,DESCONOCIDO,
"CENTRAL DE ALMAC. Y BOMBEO CACTUS","TRANSFERENCIA HISTORICA","CENTRAL ALMACENAMIENTO Y BOMBEO",2016/08/11,DESCONOCIDO,
"ESTACION DE COMPRESION CACTUS I","TRANSFERENCIA HISTORICA","ESTACION DE COMPRESION",2016/08/11,DESCONOCIDO,
"ESTACION DE COMPRESION CACTUS IV","TRANSFERENCIA HISTORICA","ESTACION DE COMPRESION",2016/08/11,DESCONOCIDO,
"CENTRAL DE BOMBEO Y DISTRIBUCION CARDEN","TRANSFERENCIA HISTORICA","CENTRAL BOMBEO Y DISTRIBUCION",2016/08/11,DESCONOCIDO,
"PIA-PTA TRAT AGUA RESIDUAL CAB CACTUS","TRANSFERENCIA HISTORICA","PLANTA DE INYECCION DE AGUA",2016/08/11,DESCONOCIDO,
"BATERIA DE SEPARACION AGAVE","TRANSFERENCIA HISTORICA","BATERIA DE SEPARACION",2016/08/11,DESCONOCIDO,
"ESTACION DE RECOLEC ACEIT-GAS SHISHITO 5","TRANSFERENCIA HISTORICA","ESTACION DE RECOLECCION",2016/08/11,DESCONOCIDO,
"MOD SEPAR MED MACROP SHISHITO 1 2 3 4 12","TRANSFERENCIA HISTORICA",BATERIA,2016/08/11,DESCONOCIDO,
"ESTACION DE COMPRESION AGAVE","TRANSFERENCIA HISTORICA","ESTACION DE COMPRESION",2016/08/11,DESCONOCIDO,
"ESTACION RECOLECCION DE GAS CHILAPILLA","TRANSFERENCIA HISTORICA","ESTACION DE RECOLECCION",2016/08/11,DESCONOCIDO,
"BATERIA DE SEPARACION JOSE COLOMO","TRANSFERENCIA HISTORICA",BATERIA,2016/08/11,DESCONOCIDO,
"ESTACION DE COMPRESION JOSE COLOMO","TRANSFERENCIA HISTORICA","ESTACION DE COMPRESION",2016/08/11,DESCONOCIDO,
"ESTACION RECOLECCION GAS JOSE COLOMO 3","TRANSFERENCIA HISTORICA","ESTACION DE RECOLECCION",2016/08/11,DESCONOCIDO,
"ESTACION RECOLECCION GAS JOSE COLOMO NTE","TRANSFERENCIA HISTORICA","ESTACION DE RECOLECCION",2016/08/11,DESCONOCIDO,
"ESTACION RECOLECCION GAS JOSE COLOMO 1","TRANSFERENCIA HISTORICA","ESTACION DE RECOLECCION",2016/08/11,DESCONOCIDO,
"CENTRAL DE DISTRIBUCION GAS JOSE COLOMO","TRANSFERENCIA HISTORICA","CENTRAL DE DISTRIB. DE GAS",2016/08/11,DESCONOCIDO,
"CENTRO DE DISTRIBUCION DE GAS","TRANSFERENCIA HISTORICA","CENTRAL DE DISTRIB. DE GAS",2016/08/11,DESCONOCIDO,
"LITORAL HABITACIONAL HA-LT-01","TRANSFERENCIA HISTORICA","PLATAFORMA MAR HABITACIONAL",2016/08/11,DESCONOCIDO,
"PLANTA DE INYECCION DE AGUA BACAL",CONTRATISTA,"PLANTA DE INYECCION DE AGUA",2019/08/12,DESMANTELADA,
"ZAAP C PG GENERACION ELECTRICA","TRANSFERENCIA HISTORICA","PLATAFORMA DE PRODUCCION",2016/08/11,DESCONOCIDO,
"PUERTO DE LAGUNA AZUL","TRANSFERENCIA HISTORICA","TERMINAL MARITIMA",2016/08/11,DESCONOCIDO,
"TSIMIN-B SATELITE PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA DE PERFORACION",2016/08/11,DESCONOCIDO,
"TSIMIN-A SATELITE PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA DE PERFORACION",2016/08/11,DESCONOCIDO,
"SATELITE MAY-D","TRANSFERENCIA HISTORICA","PLATAFORMA DE SEPARACION",2016/08/11,DESCONOCIDO,
"KAX-1 SATELITE","TRANSFERENCIA HISTORICA","PLATAFORMA DE PERFORACION",2016/08/11,DESCONOCIDO,
"CAAN-501 SATELITE","TRANSFERENCIA HISTORICA","PLATAFORMA DE PERFORACION",2016/08/11,DESCONOCIDO,
"AKAL-TE PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA DE PERFORACION",2016/08/11,DESCONOCIDO,
"ESTACION DE COMPRESION CACTUS 2","TRANSFERENCIA HISTORICA","ESTACION DE COMPRESION",2016/08/11,DESCONOCIDO,
"SIHIL A PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA DE PERFORACION",2016/08/11,DESCONOCIDO,
"AKAL-G COMPRESION","TRANSFERENCIA HISTORICA","PLATAFORMA DE COMPRESION",2016/08/11,DESCONOCIDO,
"BATERIA DE SEPARACION OGARRIO 1","TRANSFERENCIA HISTORICA","BATERIA DE SEPARACION",2016/08/11,DESCONOCIDO,
"FSO TAKUNTAH","TRANSFERENCIA HISTORICA",BARCO,2016/08/11,DESCONOCIDO,
"AKAL-TM SATELITE PRODUCCION","TRANSFERENCIA HISTORICA","PLATAFORMA DE PRODUCCION",2016/08/11,DESCONOCIDO,
"ABKATUN DELTA PERMANENTE PRODUCCION","TRANSFERENCIA HISTORICA","PLATAFORMA DE PRODUCCION",2016/08/11,DESCONOCIDO,
"BATERIA DE SEPARACION CARRIZO","TRANSFERENCIA HISTORICA","BATERIA DE SEPARACION",2016/08/11,DESCONOCIDO,
"SINAN-NE SATELITE","TRANSFERENCIA HISTORICA","PLATAFORMA DE PRODUCCION",2016/08/11,DESCONOCIDO,
HA-LT-01,"TRANSFERENCIA HISTORICA","PLATAFORMA HABITACIONAL",2016/08/11,DESCONOCIDO,
"ESTACION DE RECOLECCION DE GAS JOSE COLOMO 2A","TRANSFERENCIA HISTORICA","ESTACION DE RECOLECCION",2016/08/11,DESCONOCIDO,
"PSS JUPITER HABITACIONAL","TRANSFERENCIA HISTORICA","PLATAFORMA HABITACIONAL",2016/08/11,DESCONOCIDO,
"ABKATUN-93 SATELITE-PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA DE PERFORACION",2016/08/11,DESCONOCIDO,
"SINAN-201 SATELITE","TRANSFERENCIA HISTORICA","PLATAFORMA DE PERFORACION",2016/08/11,DESCONOCIDO,
"AKAL-TQA PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA DE PERFORACION",2016/08/11,DESCONOCIDO,
"BATERIA DE SEPARACION FORANEO COPANO","TRANSFERENCIA HISTORICA","BATERIA DE SEPARACION",2016/08/11,DESCONOCIDO,
"PLANTA NITROGENO","TRANSFERENCIA HISTORICA","PLANTA NITROGENO",2016/08/11,DESCONOCIDO,
"ACTIVO INTEGRAL MUSPAC","TRANSFERENCIA HISTORICA",ADMINISTRATIVA,2016/08/11,DESCONOCIDO,
"KUIL-A SATELITE","TRANSFERENCIA HISTORICA","PLATAFORMA DE PERFORACION",2016/08/11,DESCONOCIDO,
"COORDINACION DE CONSTRUCCION Y MANTO SECTOR MUSPAC","TRANSFERENCIA HISTORICA",ADMINISTRATIVA,2016/08/11,DESCONOCIDO,
"EDIFICIO ADMINISTRATIVO 1","TRANSFERENCIA HISTORICA",ADMINISTRATIVA,2016/08/11,DESCONOCIDO,
"EDIFICO PIRAMIDE","TRANSFERENCIA HISTORICA",ADMINISTRATIVA,2016/08/11,DESCONOCIDO,
"AKAL-TGP2 PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA DE PERFORACION",2016/08/11,DESCONOCIDO,
"POLVORIN OSTUACAN","TRANSFERENCIA HISTORICA",POLVORINES,2016/08/11,DESCONOCIDO,
"EDIFICIO CANTARELL","TRANSFERENCIA HISTORICA",ADMINISTRATIVA,2016/08/11,DESCONOCIDO,
"POLVORIN SITIO GRANDE","TRANSFERENCIA HISTORICA",POLVORINES,2016/08/11,DESCONOCIDO,
"ESTACION DE COMPRESION LA VENTA","TRANSFERENCIA HISTORICA","ESTACION DE COMPRESION",2016/08/11,DESCONOCIDO,
"ESTACION DE RECOLECCION DE GAS JOSE COLOMO SUR 5","TRANSFERENCIA HISTORICA","ESTACION DE RECOLECCION",2016/08/11,DESCONOCIDO,
"ESTACION DE RECOLECCION DE GAS JOSE COLOMO 4","TRANSFERENCIA HISTORICA","ESTACION DE RECOLECCION",2016/08/11,DESCONOCIDO,
"AKAL-TR PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA DE PERFORACION",2016/08/11,DESCONOCIDO,
"BATERIA DE SEPARACION EL PLAN SUR","TRANSFERENCIA HISTORICA","BATERIA DE SEPARACION",2016/08/11,DESCONOCIDO,
"ESTACION DE COMPRESION SANTUARIO","TRANSFERENCIA HISTORICA","ESTACION DE COMPRESION",2016/08/11,DESCONOCIDO,
"PLANTA DE INYECCION DE AGUA EL PLAN","TRANSFERENCIA HISTORICA","PLANTA DE INYECCION DE AGUA",2016/08/11,DESCONOCIDO,
"BATERIA DE SEPARACION GRAVERA","TRANSFERENCIA HISTORICA","BATERIA DE SEPARACION",2016/08/11,DESCONOCIDO,
"SINAN-1A SATELITE","TRANSFERENCIA HISTORICA","PLATAFORMA DE PERFORACION",2016/08/11,DESCONOCIDO,
"ESTACION DE COMPRESION SAMARIA NUMERO 3","TRANSFERENCIA HISTORICA","ESTACION DE COMPRESION",2016/08/11,DESCONOCIDO,
"FPSO YUUM KAK NAAB","TRANSFERENCIA HISTORICA",BARCO,2016/08/11,DESCONOCIDO,
"MAY-DL1 PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA DE PERFORACION",2016/08/11,DESCONOCIDO,
"AKAL-MA PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA DE PERFORACION",2016/08/11,DESCONOCIDO,
"ABKATUN-E SATELITE PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA DE PERFORACION",2016/08/11,DESCONOCIDO,
"POLVORIN MACUSPANA","TRANSFERENCIA HISTORICA",POLVORINES,2016/08/11,DESCONOCIDO,
"EDIFICIO ADMINISTRATIVO 2","TRANSFERENCIA HISTORICA",ADMINISTRATIVA,2016/08/11,DESCONOCIDO,
"CTA REGION SUR","TRANSFERENCIA HISTORICA",ADMINISTRATIVA,2016/08/11,DESCONOCIDO,
"ESTACION DE COMPRESION CHILAPILLA","TRANSFERENCIA HISTORICA","ESTACION DE COMPRESION",2016/08/11,DESCONOCIDO,
"POL-A TELECOMS","TRANSFERENCIA HISTORICA",TELECOMUNICACIONES,2016/08/11,DESCONOCIDO,
"CENTRAL DE BOMBEO Y DISTRIBUCION EL MISTERIO 1","TRANSFERENCIA HISTORICA","CENTRAL BOMBEO Y DISTRIBUCION",2016/08/11,DESCONOCIDO,
"ESTACION DE COMPRESION CUNDUACAN 2","TRANSFERENCIA HISTORICA","ESTACION DE COMPRESION",2016/08/11,DESCONOCIDO,
"ESTACION DE MEDICION DE GAS CACTUS","TRANSFERENCIA HISTORICA","ESTACION DE MEDICION",2016/08/11,DESCONOCIDO,
"ESTACION DE RECOLECCION DE GAS RABEL","TRANSFERENCIA HISTORICA","ESTACION DE RECOLECCION",2016/08/11,DESCONOCIDO,
"ESTACION DE RECOLECCION DE GAS LIZAMBA","TRANSFERENCIA HISTORICA","ESTACION DE RECOLECCION",2016/08/11,DESCONOCIDO,
"ESTACION DE COMPRESION GAS KABUKI-ARIS","TRANSFERENCIA HISTORICA","ESTACION DE COMPRESION",2016/08/11,DESCONOCIDO,
"ESTACION DE RECOLECCION DE GAS COCUITE","DOCUMENTOS DE SOPORTE","ESTACION DE RECOLECCION",2010/09/01,OPERANDO,
"BALAM-TOR SATELITE PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA DE PERFORACION",2016/08/11,DESCONOCIDO,
"JUEGO DE VALVULAS BN BACAL2",CONTRATISTA,CABEZAL,2019/08/12,OPERANDO,
"BATERIA DE SEPARACION CONCEPCION",CONTRATISTA,"BATERIA DE SEPARACION",2019/08/12,"FUERA DE OPERACION DEFINITIVA",
"CABEZAL DE RECOLECCION BACAL 85",CONTRATISTA,"CABEZAL DE RECOLECCION",2019/08/12,OPERANDO,
"CABEZAL DE RECOLECCION TIUMUT 1",CONTRATISTA,"CABEZAL DE RECOLECCION",2019/08/12,OPERANDO,
"JUEGO DE VALVULAS BACAL 1",CONTRATISTA,"JUEGO DE VALVULAS",2019/08/12,OPERANDO,
"JUEGO DE VALVULAS BACAL 3",CONTRATISTA,"JUEGO DE VALVULAS",2019/08/12,OPERANDO,
"JUEGO DE VALVULAS BACAL 4",CONTRATISTA,"JUEGO DE VALVULAS",2019/08/12,OPERANDO,
"JUEGO DE VALVULAS BACAL 5",CONTRATISTA,"JUEGO DE VALVULAS",2019/08/12,OPERANDO,
"CABEZAL NELASH-1",CONTRATISTA,"CABEZAL DE RECOLECCION",2019/08/12,"FUERA DE OPERACION TEMPORAL",
"CABEZAL NORTE",CONTRATISTA,"CABEZAL DE DISTRIBUCION DE AGUA",2019/08/12,"FUERA DE OPERACION DEFINITIVA",
"CABEZAL ESTE",CONTRATISTA,"CABEZAL DE DISTRIBUCION DE AGUA",2019/08/12,"FUERA DE OPERACION DEFINITIVA",
"MODULO DE RECOLECCION COMITAS 3",CONTRATISTA,"CABEZAL DE RECOLECCION",2019/07/01,OPERANDO,
"MODULO DE RECOLECCION COMITAS 4",CONTRATISTA,"CABEZAL DE RECOLECCION",2019/07/01,OPERANDO,
"JUEGO DE VALVULAS LACAMANGO 109",CONTRATISTA,"JUEGO DE VALVULAS",2019/10/22,OPERANDO,
"JUEGO DE VALVULAS LACAMANGO 8",CONTRATISTA,"JUEGO DE VALVULAS",2019/10/22,OPERANDO,
"JUEGO DE VALVULAS LACAMANGO 4",CONTRATISTA,"JUEGO DE VALVULAS",2019/10/22,OPERANDO,
"JUEGO DE VALVULAS LACAMANGO 3",CONTRATISTA,"JUEGO DE VALVULAS",2019/10/22,OPERANDO,
"JUEGO DE VALVULAS LACAMANGO 2",CONTRATISTA,"JUEGO DE VALVULAS",2019/10/22,OPERANDO,
"JUEGO DE VALVULAS LACAMANGO 1",CONTRATISTA,"JUEGO DE VALVULAS",2019/10/22,OPERANDO,
"JUEGO DE VALVULAS LACAMANGO 105",CONTRATISTA,"JUEGO DE VALVULAS",2019/10/22,OPERANDO,
"JUEGO DE VALVULAS LACAMANGO 129",CONTRATISTA,"JUEGO DE VALVULAS",2019/10/22,OPERANDO,
"EX-BATERIA TONALA NORTE","VERIFICADO POR PEMEX",BATERIA,2020/02/14,DESMANTELADA,
"TRAMPA SALADINO","VERIFICADO POR PEMEX",TRAMPA,2020/02/14,OPERANDO,
"CABEZAL DE RECOLECCION PERIFERICO LOS SOLDADOS 52","VERIFICADO POR PEMEX","CABEZAL DE RECOLECCION PERIFERICO",2020/02/14,OPERANDO,
"CABEZAL DE RECOLECCION PERIFERICO LOS SOLDADOS 24","VERIFICADO POR PEMEX","CABEZAL DE RECOLECCION PERIFERICO",2020/02/14,OPERANDO,
"CABEZAL DE RECOLECCION PERIFERICO LOS SOLDADOS 14","VERIFICADO POR PEMEX","CABEZAL DE RECOLECCION PERIFERICO",2020/02/14,OPERANDO,
"CABEZAL DE RECOLECCION PERIFERICO LOS SOLDADOS 15","VERIFICADO POR PEMEX","CABEZAL DE RECOLECCION PERIFERICO",2020/02/14,OPERANDO,
"CABEZAL DE DISTRIBUCION DE GAS LOS SOLDADOS 20","VERIFICADO POR PEMEX","CABEZAL DE DISTRIBUCION DE GAS",2020/02/14,OPERANDO,
"CABEZAL DE DISTRIBUCION DE GAS LOS SOLDADOS 24","VERIFICADO POR PEMEX","CABEZAL DE DISTRIBUCION DE GAS",2020/02/14,OPERANDO,
"CABEZAL DE DISTRIBUCION DE GAS LOS SOLDADOS 14","VERIFICADO POR PEMEX","CABEZAL DE DISTRIBUCION DE GAS",2020/02/14,OPERANDO,
"CABEZAL DE DISTRIBUCION DE GAS LOS SOLDADOS 152","VERIFICADO POR PEMEX","CABEZAL DE DISTRIBUCION DE GAS",2020/02/14,OPERANDO,
"CABEZAL DE DISTRIBUCION DE GAS LOS SOLDADOS 32","VERIFICADO POR PEMEX","CABEZAL DE DISTRIBUCION DE GAS",2020/02/14,OPERANDO,
"CABEZAL DE DISTRIBUCION DE GAS LOS SOLDADOS 173","VERIFICADO POR PEMEX","CABEZAL DE DISTRIBUCION DE GAS",2020/02/14,"FUERA DE OPERACION TEMPORAL",
"BATERIA DE SEPARACION BARCODON 1",CONTRATISTA,"BATERIA DE SEPARACION",2017/02/03,"FUERA DE OPERACION",
"MODULO CARLOS 116","LEVANTAMIENTO EN CAMPO",MODULO,2016/12/01,OPERANDO,
"CABEZAL DE RECOLECCION CHILPAYA 1","LEVANTAMIENTO EN CAMPO","CABEZAL DE RECOLECCION",2016/12/01,DESCONOCIDO,
"CABEZAL DE RECOLECCION ESTACION ENLACE 2","LEVANTAMIENTO EN CAMPO","CABEZAL DE RECOLECCION",2017/11/06,OPERANDO,
"ESTACION DE RECOLECCION Y ACONDICIONAMIENTO DE GAS LAKACH","VERIFICADO POR PEMEX","ESTACION DE RECOLECCION Y ACONDICIONAMIENTO",2020/01/07,"EN CONSTRUCCION",
"ESTACION DE RECOLECCION DE GAS CUITLAHUAC 392 (MODULO)","VERIFICADO POR PEMEX","ESTACION DE RECOLECCION MODULAR",2020/09/23,OPERANDO,
"ESTACION DE RECOLECCION DE GAS CUITLAHUAC 528 (MODULO)","VERIFICADO POR PEMEX","ESTACION DE RECOLECCION MODULAR",2020/09/23,OPERANDO,
"ESTACION DE RECOLECCION DE GAS CUITLAHUAC 530 (MODULO)","VERIFICADO POR PEMEX","ESTACION DE RECOLECCION MODULAR",2020/09/23,OPERANDO,
"ESTACION DE RECOLECCION DE GAS CUITLAHUAC 694 (MODULO)","VERIFICADO POR PEMEX","ESTACION DE RECOLECCION MODULAR",2020/09/23,OPERANDO,
"ESTACION DE RECOLECCION DE GAS DELICIAS (MODULO)","VERIFICADO POR PEMEX","ESTACION DE RECOLECCION MODULAR",2020/09/23,OPERANDO,
"ESTACION DE RECOLECCION DE GAS CUITLAHUAC 10 (MODULO)","VERIFICADO POR PEMEX","ESTACION DE RECOLECCION MODULAR",2020/09/23,OPERANDO,
